question_id,dimension,subdimension,question_text,target_year_level,response_scale
sa_088,soft_skills,time_management,How well do you perform balancing project milestones?,1,1-5
sa_089,soft_skills,time_management,How often do you engage in planning project deadlines?,2,1-5
sa_090,soft_skills,time_management,How comfortable are you with crisis time planning?,3,1-5
sa_091,soft_skills,critical_thinking,How confident are you in critical thinking?,1,1-5
sa_092,soft_skills,critical_thinking,How well do you perform critical thinking?,2,1-5
sa_093,soft_skills,critical_thinking,How often do you engage in critical thinking?,3,1-5
sa_094,soft_skills,critical_thinking,How comfortable are you with critical thinking?,1,1-5
sa_095,soft_skills,critical_thinking,How effectively can you perform critical thinking?,2,1-5
sa_096,soft_skills,critical_thinking,How confident are you in analyzing problems effectively?,3,1-5
sa_097,soft_skills,critical_thinking,How well do you perform evaluating complex solutions?,1,1-5
sa_098,soft_skills,critical_thinking,How often do you engage in systematic investigation?,2,1-5
sa_099,soft_skills,critical_thinking,How comfortable are you with root cause analysis?,3,1-5
sa_100,soft_skills,adaptability_learning,How confident are you in adaptability and learning?,1,1-5
sa_101,soft_skills,adaptability_learning,How well do you perform adaptability and learning?,2,1-5
sa_102,soft_skills,adaptability_learning,How often do you engage in adaptability and learning?,3,1-5
sa_103,soft_skills,adaptability_learning,How comfortable are you with adaptability and learning?,1,1-5
sa_104,soft_skills,adaptability_learning,How effectively can you perform adaptability and learning?,2,1-5
sa_105,soft_skills,adaptability_learning,How confident are you in learning new tools under constraints?,3,1-5
sa_106,soft_skills,adaptability_learning,How well do you perform pivoting strategies when challenges arise?,1,1-5
sa_1068,soft_skills,communication,I am confident in my ability to my body language consistently matches the verbal message i am communicating.,3,1-5
sa_107,soft_skills,adaptability_learning,How often do you engage in quick upskilling?,2,1-5
sa_1078,soft_skills,communication,I am highly aware of my body language during conversations.,3,1-5
sa_108,soft_skills,adaptability_learning,How comfortable are you with rapid learning in projects?,3,1-5
sa_109,soft_skills,presentation_communication,How confident are you in presentation and communication?,1,1-5
sa_110,soft_skills,presentation_communication,How well do you perform presentation and communication?,2,1-5
sa_111,soft_skills,presentation_communication,How often do you engage in presentation and communication?,3,1-5
sa_112,soft_skills,presentation_communication,How comfortable are you with presentation and communication?,1,1-5
sa_113,soft_skills,presentation_communication,How effectively can you perform presentation and communication?,2,1-5
sa_114,soft_skills,presentation_communication,How confident are you in presenting technical ideas to diverse audiences?,3,1-5
sa_115,soft_skills,presentation_communication,How well do you perform adjusting style based on feedback?,1,1-5
sa_116,soft_skills,presentation_communication,How often do you engage in simplifying complex topics?,2,1-5
sa_117,soft_skills,presentation_communication,How comfortable are you with making presentations interactive?,3,1-5
sa_118,hard_skills,programming_languages,How confident are you in programming languages?,1,1-5
sa_119,hard_skills,programming_languages,How well do you perform programming languages?,2,1-5
sa_120,hard_skills,programming_languages,How often do you engage in programming languages?,3,1-5
sa_121,hard_skills,programming_languages,How comfortable are you with programming languages?,1,1-5
sa_122,hard_skills,programming_languages,How effectively can you perform programming languages?,2,1-5
sa_123,hard_skills,programming_languages,How confident are you in applying programming concepts to solve problems?,3,1-5
sa_124,hard_skills,programming_languages,How well do you perform writing clean and maintainable code?,1,1-5
sa_125,hard_skills,programming_languages,How often do you engage in bridging knowledge gaps with teammates?,2,1-5
sa_126,hard_skills,programming_languages,How comfortable are you with code refactoring?,3,1-5
sa_127,hard_skills,database_management,How confident are you in database management?,1,1-5
sa_128,hard_skills,database_management,How well do you perform database management?,2,1-5
sa_129,hard_skills,database_management,How often do you engage in database management?,3,1-5
sa_130,hard_skills,database_management,How comfortable are you with database management?,1,1-5
sa_131,hard_skills,database_management,How effectively can you perform database management?,2,1-5
sa_132,hard_skills,database_management,How confident are you in designing and optimizing database schemas?,3,1-5
sa_133,hard_skills,database_management,How well do you perform writing efficient SQL queries?,1,1-5
sa_134,hard_skills,database_management,How often do you engage in ensuring data integrity?,2,1-5
sa_135,hard_skills,database_management,How comfortable are you with data migration planning?,3,1-5
sa_136,hard_skills,devops_deployment,How confident are you in DevOps and deployment?,1,1-5
sa_137,hard_skills,devops_deployment,How well do you perform DevOps and deployment?,2,1-5
sa_138,hard_skills,devops_deployment,How often do you engage in DevOps and deployment?,3,1-5
sa_139,hard_skills,devops_deployment,How comfortable are you with DevOps and deployment?,1,1-5
sa_140,hard_skills,devops_deployment,How effectively can you perform DevOps and deployment?,2,1-5
sa_141,hard_skills,devops_deployment,How confident are you in automating deployment processes?,3,1-5
sa_142,hard_skills,devops_deployment,How well do you perform ensuring environment consistency?,1,1-5
sa_143,hard_skills,devops_deployment,How often do you engage in automating testing pipelines?,2,1-5
sa_144,hard_skills,devops_deployment,How comfortable are you with managing deployment pipelines?,3,1-5
sa_145,hard_skills,testing_qa,How confident are you in testing and QA?,1,1-5
sa_146,hard_skills,testing_qa,How well do you perform testing and QA?,2,1-5
sa_147,hard_skills,testing_qa,How often do you engage in testing and QA?,3,1-5
sa_148,hard_skills,testing_qa,How comfortable are you with testing and QA?,1,1-5
sa_149,hard_skills,testing_qa,How effectively can you perform testing and QA?,2,1-5
sa_150,hard_skills,testing_qa,How confident are you in writing and executing tests to ensure code quality?,3,1-5
ss_001,soft_skills,time_management,How competent are you at time management?,1,1-5
ss_003,soft_skills,time_management,How would you rate your time management abilities?,1,1-5
ss_004,soft_skills,time_management,How skilled are you in time management?,3,1-5
ss_007,soft_skills,time_management,How strong are your time management capabilities?,1,1-5
ss_011,soft_skills,time_management,How experienced are you with time management?,3,1-5
ss_012,soft_skills,time_management,How capable are you of time management?,1,1-5
ss_039,soft_skills,critical_thinking,How proficient are you at critical thinking?,3,1-5
ss_040,soft_skills,critical_thinking,How would you rate your critical thinking abilities?,3,1-5
ss_045,soft_skills,critical_thinking,How skilled are you in critical thinking?,2,1-5
ss_050,soft_skills,critical_thinking,How strong are your critical thinking capabilities?,1,1-5
ss_054,soft_skills,critical_thinking,How competent are you at critical thinking?,2,1-5
ss_069,soft_skills,critical_thinking,How experienced are you with critical thinking?,3,1-5
ss_077,soft_skills,adaptability_learning,How proficient are you at adaptability and learning?,1,1-5
ss_078,soft_skills,adaptability_learning,How capable are you of adaptability and learning?,1,1-5
ss_079,soft_skills,adaptability_learning,How competent are you at adaptability and learning?,3,1-5
ss_080,soft_skills,adaptability_learning,How would you rate your adaptability and learning abilities?,1,1-5
ss_084,soft_skills,adaptability_learning,How strong are your adaptability and learning capabilities?,1,1-5
ss_088,soft_skills,adaptability_learning,How skilled are you in adaptability and learning?,3,1-5
ss_115,soft_skills,leadership,How confident are you in leading diverse teams?,1,1-5
ss_116,soft_skills,leadership,How well do you perform when motivating team members?,1,1-5
ss_117,soft_skills,leadership,How often do you take initiative in group projects?,3,1-5
ss_118,soft_skills,leadership,How comfortable are you with making difficult decisions?,1,1-5
ss_119,soft_skills,leadership,How effectively can you perform delegate responsibilities?,2,1-5
ss_120,soft_skills,leadership,How confident are you in setting team goals?,2,1-5
ss_121,soft_skills,leadership,How well do you perform in conflict resolution?,2,1-5
ss_122,soft_skills,leadership,How often do you provide constructive feedback?,1,1-5
ss_123,soft_skills,leadership,How confident are you in leadership?,1,1-5
ss_124,soft_skills,leadership,How would you rate your leadership abilities?,2,1-5
ss_125,soft_skills,leadership,How proficient are you at leadership?,2,1-5
ss_126,soft_skills,leadership,How comfortable are you with leadership?,2,1-5
ss_127,soft_skills,leadership,How strong are your leadership capabilities?,1,1-5
ss_128,soft_skills,leadership,How competent are you at leadership?,1,1-5
ss_129,soft_skills,leadership,How experienced are you with leadership?,3,1-5
ss_133,soft_skills,leadership,How often do you engage in leadership?,1,1-5
ss_134,soft_skills,leadership,How effectively can you perform leadership?,3,1-5
ss_148,soft_skills,leadership,How skilled are you in leadership?,2,1-5
ss_153,soft_skills,emotional_intelligence,How confident are you in reading emotional cues?,3,1-5
ss_154,soft_skills,emotional_intelligence,How well do you perform in managing your emotions?,1,1-5
ss_155,soft_skills,emotional_intelligence,How often do you practice empathy with colleagues?,1,1-5
ss_156,soft_skills,emotional_intelligence,How comfortable are you with emotional conversations?,1,1-5
ss_157,soft_skills,emotional_intelligence,How effectively can you perform handle workplace stress?,2,1-5
ss_158,soft_skills,emotional_intelligence,How confident are you in building rapport?,2,1-5
ss_159,soft_skills,emotional_intelligence,How well do you perform in social situations?,3,1-5
ss_160,soft_skills,emotional_intelligence,How often do you help others with emotional support?,2,1-5
ss_163,soft_skills,emotional_intelligence,How often do you engage in emotional intelligence?,3,1-5
ss_164,soft_skills,emotional_intelligence,How proficient are you at emotional intelligence?,1,1-5
ss_166,soft_skills,emotional_intelligence,How competent are you at emotional intelligence?,1,1-5
ss_167,soft_skills,emotional_intelligence,How would you rate your emotional intelligence abilities?,3,1-5
ss_169,soft_skills,emotional_intelligence,How capable are you of emotional intelligence?,3,1-5
ss_170,soft_skills,emotional_intelligence,How comfortable are you with emotional intelligence?,1,1-5
ss_171,soft_skills,emotional_intelligence,How confident are you in emotional intelligence?,1,1-5
ss_176,soft_skills,emotional_intelligence,How skilled are you in emotional intelligence?,2,1-5
ss_178,soft_skills,emotional_intelligence,How effectively can you perform emotional intelligence?,1,1-5
ss_182,soft_skills,emotional_intelligence,How strong are your emotional intelligence capabilities?,2,1-5
ss_185,soft_skills,emotional_intelligence,How experienced are you with emotional intelligence?,3,1-5
ss_191,soft_skills,problem_solving,How skilled are you in problem solving?,1,1-5
ss_193,soft_skills,problem_solving,How often do you engage in problem solving?,1,1-5
ss_194,soft_skills,problem_solving,How experienced are you with problem solving?,3,1-5
ss_198,soft_skills,problem_solving,How well do you perform problem solving?,3,1-5
ss_199,soft_skills,problem_solving,How strong are your problem solving capabilities?,3,1-5
ss_201,soft_skills,problem_solving,How confident are you in problem solving?,1,1-5
ss_212,soft_skills,problem_solving,How competent are you at problem solving?,2,1-5
ss_214,soft_skills,problem_solving,How capable are you of problem solving?,2,1-5
ss_216,soft_skills,problem_solving,How effectively can you perform problem solving?,2,1-5
ss_231,soft_skills,decision_making,How experienced are you with decision making?,2,1-5
ss_232,soft_skills,decision_making,How confident are you in decision making?,1,1-5
ss_233,soft_skills,decision_making,How skilled are you in decision making?,3,1-5
ss_234,soft_skills,decision_making,How competent are you at decision making?,3,1-5
ss_235,soft_skills,decision_making,How strong are your decision making capabilities?,3,1-5
ss_238,soft_skills,decision_making,How comfortable are you with decision making?,1,1-5
ss_243,soft_skills,decision_making,How effectively can you perform decision making?,3,1-5
ss_248,soft_skills,decision_making,How capable are you of decision making?,1,1-5
ss_249,soft_skills,decision_making,How well do you perform decision making?,1,1-5
ss_253,soft_skills,decision_making,How often do you engage in decision making?,1,1-5
ss_259,soft_skills,decision_making,How would you rate your decision making abilities?,3,1-5
ss_267,soft_skills,stress_management,How confident are you in stress management?,1,1-5
ss_269,soft_skills,stress_management,How skilled are you in stress management?,1,1-5
ss_270,soft_skills,stress_management,How experienced are you with stress management?,3,1-5
ss_272,soft_skills,stress_management,How proficient are you at stress management?,3,1-5
ss_273,soft_skills,stress_management,How capable are you of stress management?,3,1-5
ss_275,soft_skills,stress_management,How effectively can you perform stress management?,2,1-5
ss_278,soft_skills,stress_management,How comfortable are you with stress management?,1,1-5
ss_281,soft_skills,stress_management,How competent are you at stress management?,1,1-5
ss_287,soft_skills,stress_management,How well do you perform stress management?,1,1-5
ss_296,soft_skills,stress_management,How would you rate your stress management abilities?,1,1-5
ss_297,soft_skills,stress_management,How strong are your stress management capabilities?,3,1-5
ss_298,soft_skills,stress_management,How often do you engage in stress management?,3,1-5
ss_305,soft_skills,self_motivation,How would you rate your self motivation abilities?,1,1-5
ss_306,soft_skills,self_motivation,How experienced are you with self motivation?,2,1-5
ss_308,soft_skills,self_motivation,How often do you engage in self motivation?,2,1-5
ss_309,soft_skills,self_motivation,How strong are your self motivation capabilities?,2,1-5
ss_310,soft_skills,self_motivation,How confident are you in self motivation?,1,1-5
ss_313,soft_skills,self_motivation,How well do you perform self motivation?,3,1-5
ss_314,soft_skills,self_motivation,How competent are you at self motivation?,3,1-5
ss_319,soft_skills,self_motivation,How comfortable are you with self motivation?,3,1-5
ss_343,soft_skills,communication_skills,How confident are you in presenting to large groups?,3,1-5
ss_344,soft_skills,communication_skills,How well do you perform in written communication?,2,1-5
ss_345,soft_skills,communication_skills,How often do you engage in active listening?,2,1-5
ss_346,soft_skills,communication_skills,How comfortable are you with public speaking?,1,1-5
ss_347,soft_skills,communication_skills,How effectively can you perform explain complex concepts?,1,1-5
ss_348,soft_skills,communication_skills,How confident are you in cross-cultural communication?,2,1-5
ss_349,soft_skills,communication_skills,How well do you perform in difficult conversations?,1,1-5
ss_350,soft_skills,communication_skills,How often do you practice clear articulation?,1,1-5
ss_351,soft_skills,communication_skills,How effectively can you perform communication skills?,1,1-5
ss_352,soft_skills,communication_skills,How comfortable are you with communication skills?,3,1-5
ss_353,soft_skills,communication_skills,How confident are you in communication skills?,3,1-5
ss_355,soft_skills,communication_skills,How capable are you of communication skills?,3,1-5
ss_356,soft_skills,communication_skills,How strong are your communication skills capabilities?,2,1-5
ss_357,soft_skills,communication_skills,How proficient are you at communication skills?,3,1-5
ss_358,soft_skills,communication_skills,How would you rate your communication skills abilities?,1,1-5
ss_361,soft_skills,communication_skills,How often do you engage in communication skills?,2,1-5
ss_364,soft_skills,communication_skills,How well do you perform communication skills?,3,1-5
ss_366,soft_skills,communication_skills,How experienced are you with communication skills?,3,1-5
ss_375,soft_skills,communication_skills,How skilled are you in communication skills?,3,1-5
ss_381,soft_skills,conflict_resolution,How proficient are you at conflict resolution?,2,1-5
ss_383,soft_skills,conflict_resolution,How experienced are you with conflict resolution?,3,1-5
ss_385,soft_skills,conflict_resolution,How competent are you at conflict resolution?,3,1-5
ss_386,soft_skills,conflict_resolution,How strong are your conflict resolution capabilities?,2,1-5
ss_387,soft_skills,conflict_resolution,How comfortable are you with conflict resolution?,3,1-5
ss_389,soft_skills,conflict_resolution,How effectively can you perform conflict resolution?,3,1-5
ss_390,soft_skills,conflict_resolution,How would you rate your conflict resolution abilities?,3,1-5
ss_392,soft_skills,conflict_resolution,How often do you engage in conflict resolution?,3,1-5
ss_400,soft_skills,conflict_resolution,How confident are you in conflict resolution?,1,1-5
ss_409,soft_skills,conflict_resolution,How capable are you of conflict resolution?,1,1-5
ss_412,soft_skills,conflict_resolution,How skilled are you in conflict resolution?,2,1-5
ss_416,soft_skills,conflict_resolution,How well do you perform conflict resolution?,1,1-5
ss_419,soft_skills,networking,How would you rate your networking abilities?,1,1-5
ss_421,soft_skills,networking,How proficient are you at networking?,2,1-5
ss_422,soft_skills,networking,How confident are you in networking?,3,1-5
ss_424,soft_skills,networking,How experienced are you with networking?,1,1-5
ss_425,soft_skills,networking,How skilled are you in networking?,2,1-5
ss_426,soft_skills,networking,How comfortable are you with networking?,2,1-5
ss_427,soft_skills,networking,How well do you perform networking?,2,1-5
ss_429,soft_skills,networking,How often do you engage in networking?,2,1-5
ss_430,soft_skills,networking,How capable are you of networking?,2,1-5
ss_434,soft_skills,networking,How strong are your networking capabilities?,1,1-5
ss_435,soft_skills,networking,How effectively can you perform networking?,1,1-5
ss_443,soft_skills,networking,How competent are you at networking?,3,1-5
ss_459,soft_skills,public_speaking,How skilled are you in public speaking?,3,1-5
ss_460,soft_skills,public_speaking,How often do you engage in public speaking?,1,1-5
ss_461,soft_skills,public_speaking,How would you rate your public speaking abilities?,3,1-5
ss_462,soft_skills,public_speaking,How well do you perform public speaking?,2,1-5
ss_465,soft_skills,public_speaking,How confident are you in public speaking?,3,1-5
ss_466,soft_skills,public_speaking,How proficient are you at public speaking?,3,1-5
ss_467,soft_skills,public_speaking,How capable are you of public speaking?,3,1-5
ss_474,soft_skills,public_speaking,How strong are your public speaking capabilities?,3,1-5
ss_478,soft_skills,public_speaking,How effectively can you perform public speaking?,1,1-5
ss_484,soft_skills,public_speaking,How competent are you at public speaking?,3,1-5
ss_495,soft_skills,active_listening,How experienced are you with active listening?,3,1-5
ss_496,soft_skills,active_listening,How skilled are you in active listening?,1,1-5
ss_498,soft_skills,active_listening,How competent are you at active listening?,3,1-5
ss_500,soft_skills,active_listening,How often do you engage in active listening?,3,1-5
ss_501,soft_skills,active_listening,How well do you perform active listening?,1,1-5
ss_502,soft_skills,active_listening,How comfortable are you with active listening?,1,1-5
ss_506,soft_skills,active_listening,How would you rate your active listening abilities?,2,1-5
ss_510,soft_skills,active_listening,How strong are your active listening capabilities?,3,1-5
ss_511,soft_skills,active_listening,How capable are you of active listening?,3,1-5
ss_517,soft_skills,active_listening,How confident are you in active listening?,3,1-5
ss_525,soft_skills,active_listening,How effectively can you perform active listening?,1,1-5
ss_533,soft_skills,empathy,How effectively can you perform empathy?,2,1-5
ss_534,soft_skills,empathy,How would you rate your empathy abilities?,3,1-5
ss_535,soft_skills,empathy,How capable are you of empathy?,1,1-5
ss_537,soft_skills,empathy,How experienced are you with empathy?,2,1-5
ss_538,soft_skills,empathy,How often do you engage in empathy?,2,1-5
ss_539,soft_skills,empathy,How competent are you at empathy?,2,1-5
ss_543,soft_skills,empathy,How well do you perform empathy?,1,1-5
ss_544,soft_skills,empathy,How comfortable are you with empathy?,1,1-5
ss_546,soft_skills,empathy,How strong are your empathy capabilities?,3,1-5
ss_548,soft_skills,empathy,How confident are you in empathy?,1,1-5
ss_554,soft_skills,empathy,How proficient are you at empathy?,3,1-5
ss_556,soft_skills,empathy,How skilled are you in empathy?,2,1-5
ss_571,soft_skills,creativity_thinking,How strong are your creativity thinking capabilities?,2,1-5
ss_572,soft_skills,creativity_thinking,How experienced are you with creativity thinking?,2,1-5
ss_573,soft_skills,creativity_thinking,How comfortable are you with creativity thinking?,1,1-5
ss_574,soft_skills,creativity_thinking,How proficient are you at creativity thinking?,3,1-5
ss_576,soft_skills,creativity_thinking,How well do you perform creativity thinking?,2,1-5
ss_578,soft_skills,creativity_thinking,How capable are you of creativity thinking?,2,1-5
ss_579,soft_skills,creativity_thinking,How skilled are you in creativity thinking?,1,1-5
ss_580,soft_skills,creativity_thinking,How effectively can you perform creativity thinking?,1,1-5
ss_581,soft_skills,creativity_thinking,How often do you engage in creativity thinking?,3,1-5
ss_582,soft_skills,creativity_thinking,How confident are you in creativity thinking?,1,1-5
ss_594,soft_skills,creativity_thinking,How competent are you at creativity thinking?,1,1-5
ss_610,soft_skills,analytical_thinking,How would you rate your analytical thinking abilities?,3,1-5
ss_612,soft_skills,analytical_thinking,How competent are you at analytical thinking?,3,1-5
ss_613,soft_skills,analytical_thinking,How capable are you of analytical thinking?,2,1-5
ss_614,soft_skills,analytical_thinking,How comfortable are you with analytical thinking?,1,1-5
ss_615,soft_skills,analytical_thinking,How skilled are you in analytical thinking?,1,1-5
ss_618,soft_skills,analytical_thinking,How effectively can you perform analytical thinking?,3,1-5
ss_621,soft_skills,analytical_thinking,How well do you perform analytical thinking?,1,1-5
ss_625,soft_skills,analytical_thinking,How often do you engage in analytical thinking?,2,1-5
ss_626,soft_skills,analytical_thinking,How proficient are you at analytical thinking?,3,1-5
ss_628,soft_skills,analytical_thinking,How experienced are you with analytical thinking?,3,1-5
ss_629,soft_skills,analytical_thinking,How strong are your analytical thinking capabilities?,3,1-5
ss_647,soft_skills,strategic_planning,How confident are you in strategic planning?,2,1-5
ss_649,soft_skills,strategic_planning,How comfortable are you with strategic planning?,3,1-5
ss_650,soft_skills,strategic_planning,How strong are your strategic planning capabilities?,3,1-5
ss_651,soft_skills,strategic_planning,How well do you perform strategic planning?,1,1-5
ss_652,soft_skills,strategic_planning,How competent are you at strategic planning?,1,1-5
ss_653,soft_skills,strategic_planning,How skilled are you in strategic planning?,1,1-5
ss_657,soft_skills,strategic_planning,How experienced are you with strategic planning?,3,1-5
ss_662,soft_skills,strategic_planning,How proficient are you at strategic planning?,2,1-5
ss_664,soft_skills,strategic_planning,How often do you engage in strategic planning?,3,1-5
ss_667,soft_skills,strategic_planning,How capable are you of strategic planning?,3,1-5
ss_676,soft_skills,strategic_planning,How effectively can you perform strategic planning?,2,1-5
tw_001,teamwork,communication_documentation,How confident are you in facilitating team meetings?,2,1-5
tw_002,teamwork,communication_documentation,How well do you perform in cross-functional collaboration?,1,1-5
tw_003,teamwork,communication_documentation,How often do you engage in peer mentoring?,3,1-5
tw_004,teamwork,communication_documentation,How comfortable are you with remote team coordination?,2,1-5
tw_005,teamwork,communication_documentation,How effectively can you perform resolve team conflicts?,3,1-5
tw_006,teamwork,communication_documentation,How confident are you in leading project discussions?,3,1-5
tw_007,teamwork,communication_documentation,How well do you perform in knowledge sharing sessions?,1,1-5
tw_008,teamwork,communication_documentation,How often do you engage in team building activities?,3,1-5
tw_009,teamwork,communication_documentation,How comfortable are you with giving peer feedback?,1,1-5
tw_010,teamwork,communication_documentation,How effectively can you perform coordinate multiple stakeholders?,3,1-5
tw_011,teamwork,communication_documentation,How confident are you in managing team deadlines?,2,1-5
tw_012,teamwork,communication_documentation,How well do you perform in collaborative planning?,1,1-5
tw_013,teamwork,communication_documentation,How often do you engage in group problem-solving?,1,1-5
tw_014,teamwork,communication_documentation,How comfortable are you with team decision-making?,3,1-5
tw_015,teamwork,communication_documentation,How effectively can you perform build team consensus?,2,1-5
tw_016,teamwork,code_review_collaboration,How confident are you in facilitating team meetings?,3,1-5
tw_017,teamwork,code_review_collaboration,How well do you perform in cross-functional collaboration?,1,1-5
tw_018,teamwork,code_review_collaboration,How often do you engage in peer mentoring?,2,1-5
tw_019,teamwork,code_review_collaboration,How comfortable are you with remote team coordination?,3,1-5
tw_020,teamwork,code_review_collaboration,How effectively can you perform resolve team conflicts?,1,1-5
tw_021,teamwork,code_review_collaboration,How confident are you in leading project discussions?,1,1-5
tw_022,teamwork,code_review_collaboration,How well do you perform in knowledge sharing sessions?,3,1-5
tw_023,teamwork,code_review_collaboration,How often do you engage in team building activities?,3,1-5
tw_024,teamwork,code_review_collaboration,How comfortable are you with giving peer feedback?,2,1-5
tw_025,teamwork,code_review_collaboration,How effectively can you perform coordinate multiple stakeholders?,3,1-5
tw_026,teamwork,code_review_collaboration,How confident are you in managing team deadlines?,1,1-5
tw_027,teamwork,code_review_collaboration,How well do you perform in collaborative planning?,1,1-5
tw_028,teamwork,code_review_collaboration,How often do you engage in group problem-solving?,2,1-5
tw_029,teamwork,code_review_collaboration,How comfortable are you with team decision-making?,1,1-5
tw_030,teamwork,code_review_collaboration,How effectively can you perform build team consensus?,1,1-5
tw_031,teamwork,project_coordination,How confident are you in facilitating team meetings?,2,1-5
tw_032,teamwork,project_coordination,How well do you perform in cross-functional collaboration?,3,1-5
tw_033,teamwork,project_coordination,How often do you engage in peer mentoring?,2,1-5
tw_034,teamwork,project_coordination,How comfortable are you with remote team coordination?,1,1-5
tw_035,teamwork,project_coordination,How effectively can you perform resolve team conflicts?,2,1-5
tw_036,teamwork,project_coordination,How confident are you in leading project discussions?,2,1-5
tw_037,teamwork,project_coordination,How well do you perform in knowledge sharing sessions?,1,1-5
tw_038,teamwork,project_coordination,How often do you engage in team building activities?,1,1-5
tw_039,teamwork,project_coordination,How comfortable are you with giving peer feedback?,3,1-5
tw_040,teamwork,project_coordination,How effectively can you perform coordinate multiple stakeholders?,1,1-5
tw_041,teamwork,project_coordination,How confident are you in managing team deadlines?,2,1-5
tw_042,teamwork,project_coordination,How well do you perform in collaborative planning?,3,1-5
tw_043,teamwork,project_coordination,How often do you engage in group problem-solving?,2,1-5
tw_044,teamwork,project_coordination,How comfortable are you with team decision-making?,2,1-5
tw_045,teamwork,project_coordination,How effectively can you perform build team consensus?,1,1-5
tw_046,teamwork,mentoring_teaching,How confident are you in facilitating team meetings?,3,1-5
tw_047,teamwork,mentoring_teaching,How well do you perform in cross-functional collaboration?,3,1-5
tw_048,teamwork,mentoring_teaching,How often do you engage in peer mentoring?,1,1-5
tw_049,teamwork,mentoring_teaching,How comfortable are you with remote team coordination?,1,1-5
tw_050,teamwork,mentoring_teaching,How effectively can you perform resolve team conflicts?,3,1-5
tw_051,teamwork,mentoring_teaching,How confident are you in leading project discussions?,3,1-5
tw_052,teamwork,mentoring_teaching,How well do you perform in knowledge sharing sessions?,2,1-5
tw_053,teamwork,mentoring_teaching,How often do you engage in team building activities?,1,1-5
tw_054,teamwork,mentoring_teaching,How comfortable are you with giving peer feedback?,3,1-5
tw_055,teamwork,mentoring_teaching,How effectively can you perform coordinate multiple stakeholders?,1,1-5
tw_056,teamwork,mentoring_teaching,How confident are you in managing team deadlines?,1,1-5
tw_057,teamwork,mentoring_teaching,How well do you perform in collaborative planning?,3,1-5
tw_058,teamwork,mentoring_teaching,How often do you engage in group problem-solving?,3,1-5
tw_059,teamwork,mentoring_teaching,How comfortable are you with team decision-making?,3,1-5
tw_060,teamwork,mentoring_teaching,How effectively can you perform build team consensus?,3,1-5
tw_061,teamwork,cross_functional_work,How confident are you in facilitating team meetings?,2,1-5
tw_062,teamwork,cross_functional_work,How well do you perform in cross-functional collaboration?,2,1-5
tw_063,teamwork,cross_functional_work,How often do you engage in peer mentoring?,3,1-5
tw_064,teamwork,cross_functional_work,How comfortable are you with remote team coordination?,3,1-5
tw_065,teamwork,cross_functional_work,How effectively can you perform resolve team conflicts?,3,1-5
tw_066,teamwork,cross_functional_work,How confident are you in leading project discussions?,2,1-5
tw_067,teamwork,cross_functional_work,How well do you perform in knowledge sharing sessions?,2,1-5
tw_068,teamwork,cross_functional_work,How often do you engage in team building activities?,2,1-5
tw_069,teamwork,cross_functional_work,How comfortable are you with giving peer feedback?,1,1-5
tw_070,teamwork,cross_functional_work,How effectively can you perform coordinate multiple stakeholders?,2,1-5
tw_071,teamwork,cross_functional_work,How confident are you in managing team deadlines?,2,1-5
tw_072,teamwork,cross_functional_work,How well do you perform in collaborative planning?,2,1-5
tw_073,teamwork,cross_functional_work,How often do you engage in group problem-solving?,1,1-5
tw_074,teamwork,cross_functional_work,How comfortable are you with team decision-making?,2,1-5
tw_075,teamwork,cross_functional_work,How effectively can you perform build team consensus?,3,1-5
tw_076,teamwork,remote_collaboration,How confident are you in facilitating team meetings?,3,1-5
tw_077,teamwork,remote_collaboration,How well do you perform in cross-functional collaboration?,2,1-5
tw_078,teamwork,remote_collaboration,How often do you engage in peer mentoring?,3,1-5
tw_079,teamwork,remote_collaboration,How comfortable are you with remote team coordination?,3,1-5
tw_080,teamwork,remote_collaboration,How effectively can you perform resolve team conflicts?,2,1-5
tw_081,teamwork,remote_collaboration,How confident are you in leading project discussions?,1,1-5
tw_082,teamwork,remote_collaboration,How well do you perform in knowledge sharing sessions?,2,1-5
tw_083,teamwork,remote_collaboration,How often do you engage in team building activities?,3,1-5
tw_084,teamwork,remote_collaboration,How comfortable are you with giving peer feedback?,3,1-5
tw_085,teamwork,remote_collaboration,How effectively can you perform coordinate multiple stakeholders?,1,1-5
tw_086,teamwork,remote_collaboration,How confident are you in managing team deadlines?,1,1-5
tw_087,teamwork,remote_collaboration,How well do you perform in collaborative planning?,2,1-5
tw_088,teamwork,remote_collaboration,How often do you engage in group problem-solving?,3,1-5
tw_089,teamwork,remote_collaboration,How comfortable are you with team decision-making?,1,1-5
tw_090,teamwork,remote_collaboration,How effectively can you perform build team consensus?,3,1-5
tw_091,teamwork,conflict_mediation,How confident are you in facilitating team meetings?,2,1-5
tw_092,teamwork,conflict_mediation,How well do you perform in cross-functional collaboration?,3,1-5
tw_093,teamwork,conflict_mediation,How often do you engage in peer mentoring?,3,1-5
tw_094,teamwork,conflict_mediation,How comfortable are you with remote team coordination?,1,1-5
tw_095,teamwork,conflict_mediation,How effectively can you perform resolve team conflicts?,1,1-5
tw_096,teamwork,conflict_mediation,How confident are you in leading project discussions?,3,1-5
tw_097,teamwork,conflict_mediation,How well do you perform in knowledge sharing sessions?,1,1-5
tw_098,teamwork,conflict_mediation,How often do you engage in team building activities?,1,1-5
